,id,latitude,longitude,time
443,1607955452973066317_289608236,40.4,-3.68333,2017-09-20 07:27:28
444,1607955386878260841_2107838,40.4,-3.68333,2017-09-20 07:27:21
445,1607955379354775306_1528113595,40.4105599,-3.69377,2017-09-20 07:27:20
446,1607955357712140935_5923421566,40.42,-3.701667,2017-09-20 07:27:17
447,1607955293847855958_2302220501,40.420762135714,-3.7058256066667,2017-09-20 07:27:09
448,1607955287885437800_310254969,40.41416863816,-3.6924807527939,2017-09-20 07:27:09
449,1607955279084647051_271686409,40.4,-3.68333,2017-09-20 07:27:08
451,1607955277885500394_425898384,40.43373,-3.71746,2017-09-20 07:27:08
452,1607955256636074491_1937829723,40.408913337701,-3.7104203110504,2017-09-20 07:27:05
453,1607955250647396304_2779353591,40.4,-3.68333,2017-09-20 07:27:04
455,1607955247526719689_2247635663,40.4,-3.68333,2017-09-20 07:27:04
456,1607955214468209395_2243488253,40.403513058295,-3.7042164802551,2017-09-20 07:27:00
457,1607955145270679054_4191990935,40.4,-3.68333,2017-09-20 07:26:52
458,1607955138610121899_2961595516,40.43569,-3.71442,2017-09-20 07:26:51
459,1607955134992653650_6202135,40.4,-3.68333,2017-09-20 07:26:50
460,1607955134633428169_177419842,40.4,-3.68333,2017-09-20 07:26:50
461,1607955071257472812_1109437548,40.422362486163,-3.6988700295589,2017-09-20 07:26:43
462,1607955033834402625_16312367,40.42028,-3.70578,2017-09-20 07:26:38
463,1607954961114993666_193545941,40.4,-3.68333,2017-09-20 07:26:30
464,1607954908736936724_4918598629,40.452937259887,-3.688770173838,2017-09-20 07:26:24
465,1607954908140325349_3888663085,40.4,-3.68333,2017-09-20 07:26:23
466,1607954774308508863_1281865854,40.440842395,-3.72504383,2017-09-20 07:26:07
468,1607954638655543847_1593226996,40.4,-3.68333,2017-09-20 07:25:51
469,1607954620536875129_2200936623,40.4,-3.68333,2017-09-20 07:25:49
473,1607954620285778970_4482087677,40.413969837362,-3.7125205993652,2017-09-20 07:25:49
475,1607954608441231890_273595880,40.4,-3.68333,2017-09-20 07:25:48
476,1607954607450338085_1469463663,40.409623935866,-3.6902904510498,2017-09-20 07:25:48
479,1607954605562685426_6059547539,18.473431705992,-69.884739994559,2017-09-20 07:25:47
480,1607954579450503789_2035523372,40.43948,-3.69853,2017-09-20 07:25:44
481,1607954527783420769_696469657,40.410905,-3.692897,2017-09-20 07:25:38
482,1607954488013015028_39362061,40.444164531672,-3.730102271674,2017-09-20 07:25:33
483,1607954475019294122_5958439758,40.4,-3.68333,2017-09-20 07:25:32
484,1607954426969425343_4524238882,40.42115,-3.6972,2017-09-20 07:25:26
485,1607954320827951173_1290148166,40.419043449265,-3.7075732692133,2017-09-20 07:25:13
486,1607954280789895310_181648368,40.41842,-3.69659,2017-09-20 07:25:09
487,1607954057829807272_193606247,40.452937259887,-3.688770173838,2017-09-20 07:24:42
488,1607954034384099398_3708171728,40.4,-3.68333,2017-09-20 07:24:39
490,1607954027219115547_333979768,40.4158,-3.70667,2017-09-20 07:24:38
491,1607954022337876130_5807113772,40.4,-3.68333,2017-09-20 07:24:38
492,1607953983180023009_5741190548,40.42642,-3.67863,2017-09-20 07:24:33
493,1607953947577245819_1617795365,40.405807,-3.6896883,2017-09-20 07:24:29
494,1607953935733400822_391302365,40.41688,-3.70225,2017-09-20 07:24:28
495,1607953852374650535_5356171433,40.411070579405,-3.6830847771771,2017-09-20 07:24:18
497,1607953786113094662_49374353,40.41416863816,-3.6924807527939,2017-09-20 07:24:10
498,1607953783614391728_697954007,40.42879,-3.70439,2017-09-20 07:24:09
499,1607953735705701684_6012473642,40.4,-3.68333,2017-09-20 07:24:04
500,1607953643356914696_225061501,40.4,-3.68333,2017-09-20 07:23:53
501,1607953626529814429_6055496922,40.4,-3.68333,2017-09-20 07:23:51
507,1607953625655914697_1997012860,40.4134,-3.70744,2017-09-20 07:23:51
508,1607953580625620002_1778911576,40.429885,-3.673867,2017-09-20 07:23:45
509,1607953561164217984_2554090406,40.418441386053,-3.6964981423713,2017-09-20 07:23:43
511,1607953558245560162_493432059,40.4,-3.68333,2017-09-20 07:23:43
512,1607953437366845221_5547262925,40.4,-3.68333,2017-09-20 07:23:28
513,1607953409104953670_206095768,40.4,-3.68333,2017-09-20 07:23:25
514,1607953358773304551_5905979786,40.4,-3.68333,2017-09-20 07:23:19
515,1607953296522095861_3723588,40.42,-3.70361,2017-09-20 07:23:11
516,1607953294121958734_607496774,40.42,-3.70361,2017-09-20 07:23:11
518,1607953262254578665_1383129565,40.411070579405,-3.6830847771771,2017-09-20 07:23:07
519,1607953251523828494_2995002581,40.436380102585,-3.6875777711975,2017-09-20 07:23:06
520,1607953249896399611_327730921,40.38319,-3.7417,2017-09-20 07:23:06
521,1607953241190864838_4261387272,40.4,-3.68333,2017-09-20 07:23:05
522,1607953192241806080_5416595476,40.416717629741,-3.7000436689711,2017-09-20 07:22:59
524,1607953155340768469_6009273053,40.4,-3.68333,2017-09-20 07:22:55
525,1607953148815402196_2980813802,40.4151461,-3.7068644,2017-09-20 07:22:54
526,1607953128983873693_2351635528,40.427118133232,-3.7109978788754,2017-09-20 07:22:51
527,1607953110630611849_993737258,40.41054,-3.7081,2017-09-20 07:22:49
529,1607953089590320650_1229341444,40.426594413227,-3.6900075666542,2017-09-20 07:22:47
531,1607953065986231781_1580534060,40.399193694707,-3.6919093282874,2017-09-20 07:22:44
532,1607953042297031986_5594166494,40.4,-3.68333,2017-09-20 07:22:41
533,1607953035576044769_503718486,40.415465028143,-3.7088205806296,2017-09-20 07:22:40
534,1607953035342215682_4494859684,40.4,-3.68333,2017-09-20 07:22:40
535,1607952947856339779_1352101205,40.452937259887,-3.688770173838,2017-09-20 07:22:30
536,1607952934461344345_50699997,40.4,-3.68333,2017-09-20 07:22:28
537,1607987231393236429_3315839077,40.4571915,-3.6721799,2017-09-20 08:30:37
538,1607987224547224565_4673265808,40.4545,-3.67772,2017-09-20 08:30:36
539,1607987212779266052_54660281,40.42,-3.70361,2017-09-20 08:30:34
540,1607987205077560053_5972777026,40.44665,-3.69428,2017-09-20 08:30:34
541,1607987194425639006_1592261854,40.445588261725,-3.7285383813195,2017-09-20 08:30:32
542,1607987175383458896_16220316,40.42009,-3.6972,2017-09-20 08:30:30
543,1607987131896324136_2889123799,40.4,-3.68333,2017-09-20 08:30:25
544,1607987078476730309_23817930,40.42472222,-3.67722222,2017-09-20 08:30:18
545,1607987017701227595_144011474,40.41842,-3.69659,2017-09-20 08:30:11
546,1607987014765119216_5554066008,40.42373,-3.68517,2017-09-20 08:30:11
548,1607986989557609855_287983675,40.4,-3.68333,2017-09-20 08:30:08
549,1607986953748152920_4337708865,40.44274,-3.71318,2017-09-20 08:30:04
550,1607986916585951739_276136282,40.41661,-3.70765,2017-09-20 08:29:59
551,1607986914546515402_2182823480,40.452937259887,-3.688770173838,2017-09-20 08:29:59
552,1607986791377087280_1010451058,40.4,-3.68333,2017-09-20 08:29:44
553,1607986730701835120_3281489984,40.452937259887,-3.688770173838,2017-09-20 08:29:37
554,1607986715670976019_1487606829,40.4,-3.68333,2017-09-20 08:29:35
555,1607986651111860453_3937681254,40.452937259887,-3.688770173838,2017-09-20 08:29:28
556,1607986604135537784_30563004,40.449967937845,-3.6919212341309,2017-09-20 08:29:22
558,1607986580134317929_1471427614,40.425683160742,-3.6889160703868,2017-09-20 08:29:19
559,1607986501677690276_337933753,40.42469,-3.69626,2017-09-20 08:29:10
560,1607986496323810327_264616607,40.425425497439,-3.701850771904,2017-09-20 08:29:09
561,1607986380343183905_592334775,40.4,-3.68333,2017-09-20 08:28:55
562,1607986342879631692_5922350277,40.4,-3.68333,2017-09-20 08:28:51
563,1607986239767347722_236874230,40.401667,-3.720556,2017-09-20 08:28:38
564,1607986158657197762_1559215555,40.4,-3.68333,2017-09-20 08:28:29
565,1607986158188768824_6011332893,40.4,-3.68333,2017-09-20 08:28:29
566,1607986131276998329_207269488,40.41396,-3.70335,2017-09-20 08:28:26
567,1607986092278274469_1479483884,40.41901,-3.69218,2017-09-20 08:28:21
568,1607986080954760800_3314400893,40.4,-3.68333,2017-09-20 08:28:20
569,1607986078203930420_1535430574,40.42,-3.70361,2017-09-20 08:28:19
570,1607986060846259163_9606387,40.4264297,-3.6845701,2017-09-20 08:28:17
571,1607986048171161029_1467550488,40.41484,-3.70261,2017-09-20 08:28:16
572,1607986030286462982_1799348876,40.418333,-3.714167,2017-09-20 08:28:14
573,1607986019290108591_207764205,40.411070579405,-3.6830847771771,2017-09-20 08:28:12
574,1607986000968049448_302123524,40.410905,-3.692897,2017-09-20 08:28:10
575,1607985984066426655_536554048,40.413726817384,-3.6966794729233,2017-09-20 08:28:08
576,1607985937585140582_3020965446,40.4,-3.68333,2017-09-20 08:28:02
577,1607985922980683941_5654299,40.425425497439,-3.701850771904,2017-09-20 08:28:01
578,1607985839455196287_1340730680,40.4,-3.68333,2017-09-20 08:27:51
579,1607985805672992724_221286082,40.4182332825,-3.7142742975,2017-09-20 08:27:47
580,1607985799835896375_6040502686,40.4,-3.68333,2017-09-20 08:27:46
581,1607985733338831849_4780737183,40.46028,-3.6963,2017-09-20 08:27:38
582,1607985733329767253_763097519,40.4,-3.68333,2017-09-20 08:27:38
584,1607985722542246997_243845644,40.4202,-3.67524,2017-09-20 08:27:37
585,1607985704541344988_1810883220,40.41376,-3.69887,2017-09-20 08:27:35
587,1607985642213748262_2092497116,40.42337,-3.68281,2017-09-20 08:27:27
588,1607985571816641600_2315442429,40.4177,-3.7115,2017-09-20 08:27:19
589,1607985517977480584_469066815,40.44075,-3.69925,2017-09-20 08:27:12
591,1607985509673325063_564256459,40.44812,-3.6959,2017-09-20 08:27:11
592,1607985495522402713_2984853887,40.415478411,-3.709006293,2017-09-20 08:27:10
593,1607985470698974099_5962321067,40.4,-3.68333,2017-09-20 08:27:07
594,1607985455650126156_447151404,40.4,-3.68333,2017-09-20 08:27:05
595,1607985314327244813_4338724527,40.4,-3.68333,2017-09-20 08:26:48
596,1607985291275491965_1179503346,40.452937259887,-3.688770173838,2017-09-20 08:26:45
597,1607985289280079041_309198785,40.415478411,-3.709006293,2017-09-20 08:26:45
598,1607985238930176354_2203363480,40.43701728,-3.6818933633333,2017-09-20 08:26:39
599,1607985220290634236_5602405515,40.430023548824,-3.6722445487976,2017-09-20 08:26:37
601,1607985132487232283_2966033011,40.4,-3.68333,2017-09-20 08:26:26
604,1607985123201272581_352669721,40.4,-3.68333,2017-09-20 08:26:25
605,1607985097432993130_365052681,40.4,-3.68333,2017-09-20 08:26:22
606,1607985017899660509_287056110,40.42208,-3.70442,2017-09-20 08:26:13
607,1607985000148441609_5974011462,40.42642,-3.70927,2017-09-20 08:26:11
608,1607984989193735809_3008967560,40.42551,-3.70458,2017-09-20 08:26:09
609,1607984968540978555_313952610,40.426175,-3.685144,2017-09-20 08:26:07
610,1607984967987892691_205809877,40.42407,-3.69848,2017-09-20 08:26:07
611,1607984958818213282_449745196,40.42278,-3.71194,2017-09-20 08:26:06
612,1607984909720615213_296830063,40.405807,-3.6896883,2017-09-20 08:26:00
615,1607984870134894039_484828053,40.4373099,-3.67759,2017-09-20 08:25:55
616,1607984810289982442_2124647955,40.4229,-3.69759,2017-09-20 08:25:48
617,1607984782994375235_1680554438,40.451960010281,-3.6916637420654,2017-09-20 08:25:45
618,1607984753674467680_5971108544,40.417063727933,-3.7035201752774,2017-09-20 08:25:41
619,1607984666953347516_5554066008,40.42373,-3.68517,2017-09-20 08:25:31
621,1607984635211865233_1446104973,40.41355556,-3.68205556,2017-09-20 08:25:27
622,1607984609650424519_10330726,40.4,-3.68333,2017-09-20 08:25:24
623,1607984466558960787_1642309644,40.45619,-3.68892,2017-09-20 08:25:07
629,1607984460972599225_5373264901,40.40693,-3.68132,2017-09-20 08:25:06
630,1607984431828727502_265375717,40.4139,-3.70306,2017-09-20 08:25:03
631,1607984364821720361_4142243789,40.4,-3.68333,2017-09-20 08:24:55
634,1607984350241051818_469681099,40.42690564751,-3.6997945031258,2017-09-20 08:24:53
635,1607984342993624418_6061966750,40.41116691,-3.6898015,2017-09-20 08:24:52
637,1607984339631412427_1369446041,40.4,-3.68333,2017-09-20 08:24:52
638,1607984337895027687_555680830,40.418333,-3.714167,2017-09-20 08:24:52
639,1607984320664121120_526883603,40.42,-3.70361,2017-09-20 08:24:50
640,1607984319086656553_2060603796,40.392025236306,-3.6976323605438,2017-09-20 08:24:50
641,1607984256944903064_557385546,40.4464188,-3.6749699,2017-09-20 08:24:42
642,1607984235167993628_258480464,40.41605,-3.70445,2017-09-20 08:24:40
643,1607984228255813338_4520148621,40.4,-3.68333,2017-09-20 08:24:39
644,1607984217709722357_315965373,40.40888889,-3.7075,2017-09-20 08:24:37
645,1607984213156428186_3552370567,40.41842,-3.69659,2017-09-20 08:24:37
646,1607984197418304207_540789790,40.4,-3.68333,2017-09-20 08:24:35
647,1607984171790108861_510179280,40.4,-3.68333,2017-09-20 08:24:32
649,1607984162403742470_4006475223,40.415465028143,-3.7088205806296,2017-09-20 08:24:31
650,1607984148027171604_4777543212,40.4,-3.68333,2017-09-20 08:24:29
651,1607984137078208305_2061721313,40.4,-3.68333,2017-09-20 08:24:28
653,1607984102015591092_4320501684,40.42028,-3.70578,2017-09-20 08:24:24
654,1607984090865682710_5966791586,40.4,-3.68333,2017-09-20 08:24:22
655,1607984050206972536_3782455,40.431758,-3.724344,2017-09-20 08:24:17
656,1607984010687119504_25943420,40.4,-3.68333,2017-09-20 08:24:13
658,1607984002717937012_1573633388,40.417063727933,-3.7035201752774,2017-09-20 08:24:12
659,1608017126530341662_276204745,40.4,-3.68333,2017-09-20 09:30:00
660,1608017123619602048_181331218,40.415465028143,-3.7088205806296,2017-09-20 09:30:00
661,1608017051451334854_2132533001,40.452937259887,-3.688770173838,2017-09-20 09:29:52
662,1608017019037561560_6054686650,40.4,-3.68333,2017-09-20 09:29:48
663,1608017009517045952_569291941,40.4,-3.68333,2017-09-20 09:29:47
664,1608016974898380098_197721807,40.4151461,-3.7068644,2017-09-20 09:29:42
665,1608016895549052012_5801239878,40.4,-3.68333,2017-09-20 09:29:33
666,1608016882244547964_318441165,40.452937259887,-3.688770173838,2017-09-20 09:29:31
667,1608016847701907255_265206134,40.427997274847,-3.7218816582135,2017-09-20 09:29:27
668,1608016720294589073_1214994448,40.418333,-3.714167,2017-09-20 09:29:12
669,1608016697426690956_3992283638,40.45214,-3.6885,2017-09-20 09:29:09
670,1608016696538200378_627332072,40.4,-3.68333,2017-09-20 09:29:09
671,1608016684719671649_4918598629,40.417063727933,-3.7035201752774,2017-09-20 09:29:08
672,1608016660348883517_291579167,40.437336111111,-3.7215416666667,2017-09-20 09:29:05
673,1608016590573717177_5709869239,40.4,-3.68333,2017-09-20 09:28:57
675,1608016588601120235_1439053367,40.4,-3.68333,2017-09-20 09:28:56
676,1608016563032948713_1713477501,40.4,-3.68333,2017-09-20 09:28:53
677,1608016527700139071_409841296,40.4,-3.68333,2017-09-20 09:28:49
678,1608016518237763650_1959689602,40.43092,-3.68464,2017-09-20 09:28:48
679,1608016516258527461_1393637618,40.459014,-3.675189,2017-09-20 09:28:48
680,1608016481722192742_643671580,40.42075,-3.69047,2017-09-20 09:28:44
681,1608016480019293428_212510351,40.41951,-3.69934,2017-09-20 09:28:43
682,1608016477972209296_1785169092,40.426462,-3.686198,2017-09-20 09:28:43
686,1608016464116154402_6042809897,40.4,-3.68333,2017-09-20 09:28:41
687,1608016462982439049_34797142,40.4,-3.68333,2017-09-20 09:28:41
688,1608016423825633389_960464,40.45228,-3.6979,2017-09-20 09:28:37
689,1608016404219812338_560362651,40.4,-3.68333,2017-09-20 09:28:34
690,1608016356338815991_232403694,40.4,-3.68333,2017-09-20 09:28:29
691,1608016338739873577_839239097,40.4,-3.68333,2017-09-20 09:28:27
692,1608016262603207938_2222613026,40.424052777778,-3.7177777777778,2017-09-20 09:28:17
693,1608016259558345553_3236864031,40.43513,-3.69717,2017-09-20 09:28:17
695,1608016195410309087_2212565916,40.41142,-3.69879,2017-09-20 09:28:09
696,1608016182022203845_616946160,40.4,-3.68333,2017-09-20 09:28:08
697,1608016134341290121_1087674701,40.4183004373,-3.70945134997,2017-09-20 09:28:02
698,1608016091527556306_1519339172,40.4348699,-3.68633,2017-09-20 09:27:57
699,1608016090779432783_2879463,40.4,-3.68333,2017-09-20 09:27:57
702,1608016086048087110_1531231848,40.4,-3.68333,2017-09-20 09:27:56
703,1608016078759185839_1059051915,40.42,-3.70361,2017-09-20 09:27:56
704,1608016071511891098_235605167,40.4,-3.68333,2017-09-20 09:27:55
705,1608016070262403467_2240892418,40.4,-3.68333,2017-09-20 09:27:55
706,1608016058417411967_1642552464,40.427529,-3.695719,2017-09-20 09:27:53
707,1608016039736466550_324796703,40.418333,-3.714167,2017-09-20 09:27:51
708,1608015970352363885_1664092321,40.4126199,-3.70544,2017-09-20 09:27:43
709,1608015937091716750_3294332932,40.411217051534,-3.6673440342712,2017-09-20 09:27:39
710,1608015930355391315_5560929179,40.452937259887,-3.688770173838,2017-09-20 09:27:38
711,1608015928914412008_5603257423,40.4,-3.68333,2017-09-20 09:27:38
712,1608015901995379975_250580449,40.38355025,-3.670605,2017-09-20 09:27:34
713,1608015859204221928_5426255529,40.41893,-3.69956,2017-09-20 09:27:29
714,1608015827596354323_789321195,40.41416863816,-3.6924807527939,2017-09-20 09:27:26
715,1608015800274602749_3584049249,40.4084,-3.69166,2017-09-20 09:27:22
717,1608015746763700432_1186821323,40.43538,-3.71689,2017-09-20 09:27:16
718,1608015736058795645_30661481,40.4157122,-3.714328,2017-09-20 09:27:15
719,1608015724558538636_3403718642,40.4,-3.68333,2017-09-20 09:27:13
720,1608015702186589215_225061501,40.41977,-3.6993,2017-09-20 09:27:11
721,1608015697965825879_618203464,40.4,-3.68333,2017-09-20 09:27:10
722,1608015687581685624_1747854601,40.40853,-3.69401,2017-09-20 09:27:09
723,1608015680467245432_243226603,40.41842,-3.69659,2017-09-20 09:27:08
724,1608015666726662329_1513380261,40.4221611,-3.6845801,2017-09-20 09:27:06
725,1608015664789800279_475478782,40.42245,-3.68509,2017-09-20 09:27:06
726,1608015547600274054_1476913003,40.418017318363,-3.6800980567932,2017-09-20 09:26:52
727,1608015509266041135_5819007331,40.4,-3.68333,2017-09-20 09:26:48
730,1608015468597964009_1825169644,40.417063727933,-3.7035201752774,2017-09-20 09:26:43
731,1608015460922371710_143612506,40.42514,-3.7033,2017-09-20 09:26:42
732,1608015421418519352_243902391,40.417063727933,-3.7035201752774,2017-09-20 09:26:37
733,1608015404911793177_1990147983,40.414641572741,-3.7036281022387,2017-09-20 09:26:35
734,1608015404909789118_5701338701,40.4,-3.68333,2017-09-20 09:26:35
735,1608015404332804941_5481122238,40.415465028143,-3.7088205806296,2017-09-20 09:26:35
736,1608015387044083835_2213887304,40.420169613231,-3.6977684497833,2017-09-20 09:26:33
737,1608015357993810830_2913419223,40.4354299,-3.69147,2017-09-20 09:26:30
738,1608015330066795470_3622563375,40.4129099,-3.6895,2017-09-20 09:26:26
739,1608015142692275012_427425800,40.4,-3.68333,2017-09-20 09:26:04
740,1608015124773547897_276820282,40.4,-3.68333,2017-09-20 09:26:02
741,1608015072806583694_224809486,40.4,-3.68333,2017-09-20 09:25:56
743,1608015063955127155_2785766036,40.4,-3.68333,2017-09-20 09:25:55
744,1608015032833280492_1910955692,40.4,-3.68333,2017-09-20 09:25:51
745,1608014971445248811_1795003021,40.4239,-3.68529,2017-09-20 09:25:44
747,1608014963720151459_1499649115,40.44906,-3.70345,2017-09-20 09:25:43
748,1608014907381625539_484662674,40.4,-3.68333,2017-09-20 09:25:36
749,1608014906141774999_18332227,40.4,-3.68333,2017-09-20 09:25:36
750,1608014859106839485_4728436224,40.42219,-3.69711,2017-09-20 09:25:30
